unit_id,cycle,op1,op2,op3,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21
5,105,-0.0003,-0.0003,100.0,518.6599,712.6439,2250.7607,1840.0773,14.6198,21.6704,554.2862,2388.0631,9031.0486,1.3,54.6411,438.2467,2637.1302,8165.8988,8.7617,0.03,287.2412,2388.0324,99.9991,42.8226,24.5073
5,106,0.0004,-0.0,100.0,518.6761,711.2983,2255.0041,1841.7056,14.6202,21.5529,552.2796,2395.7482,9033.3988,1.3,54.6386,439.5347,2646.1044,8102.7736,8.7351,0.03,288.2027,2388.0362,100.0038,42.919,24.6651
5,107,-0.0001,0.0005,100.0,518.6625,708.5842,2263.7598,1845.8704,14.6201,21.6237,555.9139,2385.3366,9078.6983,1.3,54.6258,436.9506,2645.8934,8171.0625,8.7555,0.03,286.9199,2388.0943,100.0028,43.0401,24.5918
5,108,-0.0001,-0.0001,100.0,518.6607,711.0972,2269.8862,1845.5694,14.6203,21.5986,554.1585,2389.4893,9061.658,1.3,54.8204,436.6415,2652.2056,8157.4865,8.774,0.03,286.503,2387.9727,100.003,43.1639,24.6049
5,109,-0.0001,0.0007,100.0,518.6522,710.2394,2266.8728,1855.5738,14.6203,21.6555,554.3018,2387.5968,9042.9781,1.3,54.8628,436.3257,2654.1416,8118.8939,8.7882,0.03,286.3899,2387.959,100.0034,43.0885,24.554
5,110,-0.0,-0.0001,100.0,518.663,714.0128,2277.135,1865.2461,14.6201,21.5618,554.063,2404.3619,9057.8168,1.3,55.1163,436.0949,2649.2148,8140.2133,8.7812,0.03,284.2139,2388.0314,99.9991,43.0374,24.6601
5,111,-0.0002,-0.0007,100.0,518.6754,714.6007,2280.057,1859.6204,14.62,21.6324,554.9316,2391.6261,8998.8344,1.3,55.1664,433.3322,2660.5413,8138.3601,8.7888,0.03,283.1936,2388.0397,100.0016,43.2197,24.6328
5,112,-0.0001,0.0006,100.0,518.667,713.4642,2290.7779,1868.0929,14.6201,21.614,553.2309,2385.5359,9027.7101,1.3,55.0139,434.9277,2662.7647,8154.0765,8.8101,0.03,281.7585,2388.0818,99.9992,43.2639,24.6791
5,113,0.0,-0.0,100.0,518.6787,713.7473,2295.0042,1865.8772,14.6199,21.6461,553.9149,2377.5483,9032.8105,1.3,55.1607,434.8506,2656.0844,8147.8027,8.7795,0.03,280.4257,2388.0361,99.9966,43.1614,24.7025
5,114,0.0,-0.0004,100.0,518.6692,715.8652,2309.0481,1875.8731,14.6205,21.6059,553.1351,2392.645,9030.0523,1.3,55.3706,431.0994,2656.6327,8116.1504,8.8051,0.03,280.0976,2388.0271,99.9998,43.2902,24.6861
5,115,0.0001,-0.0003,100.0,518.6609,715.94,2307.1055,1878.3074,14.6199,21.5612,555.8645,2391.0874,9034.5951,1.3,55.2608,431.1055,2654.7306,8113.242,8.7733,0.03,278.2111,2387.9521,100.0017,43.3189,24.7274
5,116,-0.0002,0.0003,100.0,518.6772,717.2875,2316.4483,1887.7229,14.6202,21.4974,552.0668,2382.4263,9032.2337,1.3,55.2773,434.1855,2669.9117,8165.4356,8.8031,0.03,278.681,2387.976,100.0027,43.4385,24.7296
5,117,0.0005,0.0003,100.0,518.666,717.9846,2326.9123,1884.8629,14.6203,21.5351,555.7419,2397.9941,9049.8974,1.3,55.3581,431.9337,2674.662,8138.5989,8.7871,0.03,277.8071,2387.9695,100.0008,43.5237,24.7255
5,118,0.0003,0.0006,100.0,518.6648,717.7283,2324.3469,1895.2866,14.6198,21.5841,554.068,2393.2684,9070.7024,1.3,55.6399,427.6945,2668.7362,8128.1224,8.8189,0.03,275.0206,2387.9861,99.9977,43.4141,24.7238
5,119,0.0,-0.0002,100.0,518.6683,719.2409,2336.1845,1896.3421,14.6201,21.635,554.7949,2387.742,9067.9115,1.3,55.52,428.7901,2670.3156,8132.8738,8.8084,0.03,275.8166,2388.0248,99.9997,43.5608,24.7462
5,120,-0.0002,0.0002,100.0,518.671,720.3763,2339.1178,1905.6913,14.6203,21.5437,554.3104,2382.8773,8999.3587,1.3,55.67,426.5282,2681.6198,8130.7776,8.833,0.03,273.954,2387.9706,100.0007,43.4785,24.7547
5,121,-0.0001,0.0007,100.0,518.6678,719.2673,2349.4967,1903.4069,14.62,21.5616,551.9792,2382.5925,9035.1094,1.3,55.7379,426.6683,2683.386,8159.3056,8.8075,0.03,272.2883,2388.0078,100.0014,43.5706,24.7775
5,122,-0.0,-0.0001,100.0,518.6618,720.99,2353.7271,1906.7074,14.6202,21.6168,553.1854,2386.122,9035.3001,1.3,55.7153,424.7542,2675.4887,8170.3305,8.8753,0.03,272.2862,2387.9852,100.0018,43.4983,24.7658
5,123,-0.0002,0.0,100.0,518.6671,722.5627,2358.7757,1915.425,14.6197,21.5066,553.749,2385.6886,9025.4647,1.3,55.9074,424.8709,2678.2183,8115.3264,8.8379,0.03,272.1681,2387.9585,100.0037,43.6709,24.7406
5,124,-0.0002,0.0003,100.0,518.6543,725.4548,2364.372,1919.2121,14.6202,21.5526,554.3204,2387.9184,9039.2645,1.3,55.9692,423.4936,2682.7855,8144.3189,8.839,0.03,269.5821,2388.0122,99.9984,43.6309,24.7965
5,125,0.0001,0.0001,100.0,518.6675,724.9493,2371.9171,1918.6673,14.62,21.6184,554.8773,2382.0827,9053.2674,1.3,56.1588,424.8147,2689.5392,8127.269,8.8353,0.03,269.7708,2387.9806,99.9997,43.7021,24.8483
5,126,0.0001,-0.0002,100.0,518.6635,723.9102,2376.2201,1923.7655,14.6197,21.58,554.9254,2386.2671,9066.0988,1.3,56.1009,423.4016,2690.2285,8124.6071,8.8407,0.03,268.2682,2387.9639,100.0012,43.7324,24.8159
5,127,0.0002,-0.0,100.0,518.6694,725.7565,2383.2365,1925.8667,14.6206,21.6499,554.8974,2378.3682,9033.3547,1.3,56.1462,420.9444,2689.825,8141.5742,8.8429,0.03,266.0486,2388.1172,100.003,43.7604,24.8016
5,128,-0.0001,-0.0001,100.0,518.6848,726.8895,2390.9993,1935.4744,14.62,21.6283,553.9427,2395.6526,9015.9814,1.3,56.2466,421.4147,2692.9119,8150.9146,8.8408,0.03,265.9348,2387.9509,100.0002,43.7885,24.8686
5,129,-0.0001,-0.0003,100.0,518.6769,724.3624,2397.3237,1943.2329,14.6202,21.6652,554.589,2383.9798,9041.7609,1.3,56.2357,419.9769,2695.8237,8116.4272,8.8646,0.03,266.2789,2387.8537,99.9991,43.9007,24.8106
5,130,0.0,-0.0001,100.0,518.6721,728.4375,2404.0009,1943.6766,14.6198,21.5515,554.1126,2388.3978,9036.904,1.3,56.5253,418.6434,2693.4173,8119.5441,8.8328,0.03,263.7568,2388.0048,99.9985,43.7822,24.8598
5,131,0.0001,0.0001,100.0,518.6642,724.8083,2412.2919,1950.2507,14.6199,21.6835,552.9314,2389.6893,9053.8453,1.3,56.4366,418.9102,2697.779,8140.7405,8.8412,0.03,263.5867,2387.8911,99.997,44.0268,24.9503
5,132,-0.0001,0.0001,100.0,518.6604,727.8834,2423.0385,1944.6994,14.6205,21.6344,553.0322,2391.6874,9033.5788,1.3,56.356,419.744,2699.3581,8115.0202,8.8647,0.03,261.8276,2387.9577,100.0001,43.9644,24.8658
5,133,-0.0001,0.0004,100.0,518.6865,727.33,2419.7399,1957.9688,14.6197,21.6063,553.1139,2383.8743,9030.9812,1.3,56.4598,417.2055,2704.2843,8144.4017,8.8855,0.03,262.5489,2388.056,100.0007,44.0016,24.9654
5,134,-0.0002,0.0006,100.0,518.6683,730.0164,2425.4099,1957.0866,14.6207,21.609,555.1733,2382.3845,9052.3879,1.3,56.7234,416.3621,2708.158,8134.7599,8.8621,0.03,260.8897,2388.0373,100.0001,43.9389,24.8985
5,135,-0.0003,0.0,100.0,518.6631,729.3924,2436.6404,1962.5374,14.62,21.6573,554.8898,2384.6645,9051.534,1.3,56.7942,416.8317,2703.9833,8143.368,8.856,0.03,260.0046,2388.0355,99.9994,43.9289,24.8949
5,136,0.0001,0.0002,100.0,518.6759,730.9349,2443.0736,1964.6779,14.6205,21.6453,554.851,2388.7967,9011.7785,1.3,56.9953,415.3623,2716.3,8145.5723,8.9078,0.03,258.3324,2387.9535,99.9981,44.2082,24.9239
5,137,-0.0001,-0.0002,100.0,518.6711,729.7175,2448.9598,1976.7872,14.6201,21.5917,554.8612,2390.8467,9041.9441,1.3,56.7845,416.6088,2718.9307,8109.9607,8.859,0.03,258.3676,2387.9681,100.0019,44.1493,25.0117
5,138,0.0003,-0.0003,100.0,518.6483,730.6437,2457.7842,1980.4611,14.6204,21.6487,554.3919,2384.2738,9052.8888,1.3,56.99,413.9871,2713.6258,8123.2809,8.8803,0.03,256.853,2387.9598,100.0037,44.2788,24.887
5,139,-0.0005,-0.0005,100.0,518.6562,732.2993,2460.7009,1983.7088,14.6198,21.6396,554.0037,2383.4308,9059.8873,1.3,57.1854,411.9197,2724.277,8137.6934,8.9183,0.03,255.7286,2387.9385,100.0018,44.1587,25.0002
5,140,0.0001,-0.0003,100.0,518.6623,731.6325,2469.2269,1989.7604,14.6199,21.6012,555.8019,2383.3939,9050.0538,1.3,57.0146,413.3104,2725.4693,8143.8225,8.9133,0.03,256.6113,2388.0433,99.9985,44.3761,24.9389
5,141,0.0001,-0.0002,100.0,518.6835,734.637,2476.9953,1991.9033,14.6201,21.6891,555.3723,2386.8736,9018.3718,1.3,57.1412,410.0989,2724.0254,8163.7974,8.8849,0.03,253.5878,2387.9194,99.9982,44.3505,24.9856
5,142,-0.0005,-0.0001,100.0,518.6612,734.2559,2479.8812,1998.3379,14.62,21.6281,553.5295,2391.5987,9062.5703,1.3,57.1321,409.8856,2730.245,8161.9,8.9227,0.03,251.7416,2388.058,100.0022,44.3801,24.9876
5,143,-0.0004,0.0002,100.0,518.666,733.7545,2477.652,1998.9167,14.62,21.5543,555.0441,2383.5685,9055.1673,1.3,57.2512,409.0556,2730.5012,8148.2748,8.904,0.03,252.8427,2387.981,100.0002,44.4178,24.9783
5,144,-0.0001,0.0001,100.0,518.6646,735.5659,2491.2921,1998.5134,14.6204,21.5349,555.7338,2396.3164,9074.0131,1.3,57.5175,408.9282,2732.4532,8178.683,8.8887,0.03,249.539,2388.0369,99.9981,44.5485,25.03
5,145,0.0,-0.0004,100.0,518.6726,735.4882,2504.4626,2012.0859,14.6199,21.6445,556.1714,2389.3315,9033.2549,1.3,57.4185,407.4852,2738.2627,8121.789,8.9421,0.03,249.6523,2388.0268,100.0018,44.4396,25.028
5,146,0.0,0.0002,100.0,518.6836,737.2305,2500.9288,2009.439,14.6197,21.6319,556.4023,2387.2241,9066.4585,1.3,57.6388,407.4477,2736.0704,8158.5294,8.9514,0.03,249.6692,2388.0396,99.997,44.4997,25.0422
5,147,-0.0002,-0.0003,100.0,518.6621,736.3904,2516.7644,2014.3949,14.6198,21.5647,552.7449,2390.6797,9069.7275,1.3,57.7048,406.0215,2737.4351,8145.7691,8.9361,0.03,247.6137,2388.0827,99.9978,44.5675,25.0712
5,148,0.0001,0.0001,100.0,518.6655,737.1732,2524.8832,2017.0154,14.6195,21.6208,553.7316,2379.813,9035.8912,1.3,57.7549,406.9663,2745.174,8146.3717,8.9373,0.03,247.0865,2388.123,100.0019,44.6293,25.1311
5,149,-0.0002,0.0001,100.0,518.6744,741.7746,2519.7866,2026.25,14.6199,21.577,555.9994,2386.9375,9025.6526,1.3,57.848,405.0624,2737.5739,8131.1654,8.9051,0.03,245.9057,2388.0664,99.9997,44.7294,25.0917
5,150,-0.0,-0.0001,100.0,518.6495,737.6511,2534.539,2021.1466,14.6199,21.6016,554.1329,2384.7363,9048.7155,1.3,57.7445,405.7908,2742.3275,8148.484,8.9475,0.03,245.4013,2387.9966,100.002,44.7821,25.0338
5,151,-0.0001,-0.0004,100.0,518.6544,737.3831,2533.2647,2033.8254,14.6202,21.5837,554.1308,2386.4501,9048.0824,1.3,57.8527,403.5525,2747.0431,8125.4687,8.9567,0.03,243.1751,2388.0428,100.0012,44.7398,25.0592
5,152,0.0,-0.0,100.0,518.6801,739.9713,2545.8453,2035.549,14.62,21.6314,554.3652,2390.6624,9064.141,1.3,58.294,403.9977,2748.9177,8157.9264,8.9623,0.03,241.582,2388.0116,99.998,44.634,25.1454
5,153,0.0003,0.0001,100.0,518.6833,740.9064,2539.0205,2041.4126,14.6198,21.6028,555.6324,2386.695,9055.244,1.3,58.0004,402.835,2759.3149,8139.1885,8.9638,0.03,242.8328,2388.0225,99.9997,44.6939,25.0919
5,154,-0.0001,-0.0002,100.0,518.688,742.1971,2557.8314,2042.5024,14.6198,21.6211,553.948,2383.519,9061.8158,1.3,58.1273,404.3816,2752.8317,8136.4202,8.9744,0.03,241.9071,2388.0702,100.0001,44.9943,25.1437
5,155,-0.0,-0.0003,100.0,518.6738,742.7165,2563.3954,2049.8098,14.6205,21.5758,553.0387,2378.7972,9038.0903,1.3,58.2965,401.1903,2763.2327,8141.6248,8.9451,0.03,241.2847,2387.968,100.0035,44.8607,25.1154
5,156,0.0001,0.0001,100.0,518.6786,744.9128,2566.802,2055.5929,14.6205,21.609,553.7551,2379.7957,9028.4819,1.3001,58.3132,398.6454,2756.5041,8144.6699,9.0001,0.03,239.1831,2388.0295,100.0021,44.9801,25.1699
5,157,0.0003,0.0,100.0,518.6705,743.7085,2573.2357,2059.0266,14.6196,21.6852,553.0991,2387.0375,9024.5588,1.3,58.1679,398.1922,2765.531,8127.4036,8.9313,0.03,237.7785,2387.937,99.9959,44.8824,25.1556
5,158,0.0004,-0.0001,100.0,518.6729,742.2042,2584.696,2065.0159,14.6204,21.6105,554.9265,2387.1395,9049.9941,1.3,58.3751,395.9559,2763.3303,8149.1138,8.9745,0.03,237.4328,2387.8532,100.0012,45.1769,25.191
5,159,0.0002,-0.0,100.0,518.6631,744.2451,2583.5011,2065.5853,14.62,21.5425,554.6352,2387.8491,9049.9676,1.3,58.538,397.1886,2778.4162,8134.3991,8.9659,0.03,237.1784,2387.9773,99.9983,44.9932,25.3187
5,160,0.0,-0.0,100.0,518.6725,746.3871,2594.8245,2066.8181,14.62,21.5791,555.6362,2389.2887,9067.4261,1.3,58.4787,394.6777,2769.7561,8137.8111,8.9571,0.03,235.956,2388.0224,99.9999,45.0946,25.2417
5,161,0.0002,-0.0,100.0,518.6409,744.6895,2603.073,2070.9059,14.6204,21.5688,554.6458,2388.8954,9086.6356,1.3,58.5225,396.6132,2772.9069,8115.6247,8.9847,0.03,234.6834,2388.019,100.0014,45.1984,25.2101
5,162,-0.0001,-0.0002,100.0,518.6539,744.7232,2601.6744,2080.0083,14.6198,21.6793,555.1915,2393.3167,9049.0794,1.3,58.6364,395.0987,2775.596,8141.7773,8.975,0.03,233.4343,2388.057,99.9986,45.1358,25.2584
5,163,-0.0001,-0.0003,100.0,518.6582,747.7766,2617.1827,2080.6771,14.62,21.6192,554.3823,2383.8303,9042.3374,1.3,58.6605,393.5434,2775.3224,8142.5789,8.9824,0.03,231.8218,2388.0016,100.0004,45.2172,25.2607
5,164,-0.0,0.0002,100.0,518.6684,746.5184,2621.4096,2084.8747,14.6199,21.5511,554.776,2392.1635,9036.3552,1.3,58.9335,393.9323,2779.3454,8112.6026,9.0051,0.03,231.8393,2388.0458,99.9988,45.1321,25.2745
5,165,0.0003,0.0,100.0,518.675,748.7822,2626.151,2092.9908,14.6203,21.6092,552.9257,2396.2741,9059.887,1.3,58.957,391.1199,2781.665,8147.4097,9.0279,0.03,232.316,2387.9859,100.0013,45.3231,25.3238
5,166,0.0003,0.0007,100.0,518.6895,750.8193,2627.7796,2095.5298,14.6197,21.552,555.0503,2387.2803,9069.5478,1.3,58.8193,390.3534,2783.5456,8121.7108,9.0034,0.03,231.1194,2387.9526,99.9974,45.4327,25.2228
5,167,0.0001,0.0002,100.0,518.6697,749.5597,2634.174,2100.2665,14.6197,21.6522,554.3527,2383.5647,9047.3385,1.3,59.0632,391.3047,2785.535,8129.2484,9.045,0.03,229.2518,2387.9532,100.0009,45.5406,25.3335
5,168,-0.0001,-0.0003,100.0,518.6778,751.4206,2640.9138,2102.0038,14.6195,21.6015,554.0999,2382.9054,9037.8504,1.3,59.03,391.5336,2781.0278,8154.5803,9.0056,0.03,226.8108,2388.0312,99.9983,45.4282,25.3769
5,169,-0.0001,-0.0003,100.0,518.6627,751.8745,2657.5476,2103.5787,14.6202,21.4635,555.6584,2387.3261,9068.4131,1.3,59.1973,388.6862,2785.633,8163.1485,9.0153,0.03,226.3585,2388.0193,100.0019,45.3219,25.2605
5,170,-0.0,-0.0001,100.0,518.6824,752.3782,2663.0483,2113.6479,14.6198,21.5933,553.9344,2381.4931,9039.9415,1.3,59.2547,389.5571,2794.4244,8130.561,9.0048,0.03,224.5008,2388.0734,100.0023,45.4411,25.4017
5,171,0.0004,-0.0004,100.0,518.668,751.9481,2662.0227,2115.9988,14.6205,21.6015,552.348,2389.6577,9036.5767,1.3,59.2393,388.5656,2799.4019,8128.3182,9.0314,0.03,223.0126,2388.0608,100.0026,45.4662,25.3541
5,172,-0.0,0.0005,100.0,518.6655,753.415,2670.1285,2120.4707,14.6204,21.5738,553.3033,2390.5562,9044.1098,1.3,59.2988,386.8359,2801.4468,8150.9087,9.0232,0.03,224.4271,2388.0307,99.9972,45.6681,25.2989
5,173,-0.0002,-0.0001,100.0,518.6781,754.1809,2682.5428,2120.6342,14.6204,21.568,554.452,2378.6672,9051.3439,1.3,59.509,386.896,2801.9321,8101.1935,9.0064,0.03,222.0088,2388.0861,99.9989,45.5916,25.3654
5,174,0.0,-0.0,100.0,518.668,755.3684,2684.0256,2130.733,14.6201,21.6383,555.1779,2379.6357,9102.0499,1.3,59.4376,385.1523,2801.9985,8119.0519,9.0492,0.03,222.364,2388.0676,100.0032,45.6097,25.4457
5,175,-0.0,-0.0002,100.0,518.6529,753.5814,2687.5917,2130.9098,14.6208,21.6732,554.9205,2393.7724,9066.181,1.3,59.7707,383.037,2806.3951,8134.0313,9.0241,0.03,220.3234,2388.0128,99.9997,45.6211,25.3977
5,176,-0.0,-0.0005,100.0,518.6823,757.565,2692.6793,2137.874,14.6198,21.4573,554.3212,2380.8003,9043.3447,1.3,59.5085,382.6331,2806.1733,8122.5997,9.0496,0.03,219.2785,2388.0313,100.0017,45.6521,25.3684
5,177,0.0001,0.0003,100.0,518.6946,756.9206,2701.1576,2137.6742,14.6194,21.6562,554.5717,2380.672,9029.9188,1.3,59.7246,384.7625,2798.7436,8153.7462,9.1001,0.03,218.1234,2387.9909,99.9985,45.7765,25.3976
5,178,0.0001,-0.0003,100.0,518.6648,756.6648,2710.8491,2142.8967,14.6201,21.5793,555.561,2385.7287,9054.0761,1.3,59.8852,381.6191,2817.1761,8122.3779,9.0702,0.03,217.9153,2388.0452,100.0009,45.8516,25.4171
5,179,0.0003,-0.0002,100.0,518.6644,757.2613,2712.6644,2149.1911,14.6197,21.6955,554.2122,2392.395,9078.0633,1.3,59.6538,379.7977,2814.3745,8135.2954,9.0512,0.03,217.2823,2387.9717,99.9981,45.7989,25.4483
5,180,0.0001,-0.0001,100.0,518.6792,755.8259,2713.9539,2147.9501,14.6203,21.6078,554.9868,2391.2338,9025.7892,1.3,59.9033,380.3967,2828.0655,8144.9315,9.0684,0.03,216.0671,2387.9546,100.0016,45.9732,25.5063
5,181,0.0002,0.0006,100.0,518.6625,758.3888,2726.0814,2158.0463,14.6199,21.6179,554.2621,2382.7851,9031.3604,1.3,60.0425,381.5219,2812.6817,8123.1994,9.0712,0.03,215.706,2387.9586,100.006,45.9652,25.4852
5,182,0.0002,0.0003,100.0,518.6683,761.0902,2726.7883,2157.0798,14.6202,21.589,555.5395,2391.1562,9042.1608,1.3,59.9944,378.3407,2823.0575,8141.3659,9.1027,0.03,213.6921,2387.9222,100.0026,45.9052,25.4843
5,183,0.0005,-0.0005,100.0,518.662,762.4139,2738.8307,2167.7661,14.6198,21.6476,552.7217,2393.4075,9049.5776,1.3,60.3297,378.1984,2826.7257,8125.1505,9.0525,0.03,212.1746,2388.0055,99.9997,46.111,25.5558
5,184,0.0001,0.0002,100.0,518.6681,759.1889,2742.9358,2173.4474,14.62,21.5644,555.3451,2395.7831,9020.0264,1.3,60.2441,378.2558,2827.5767,8143.8455,9.1156,0.03,212.4143,2388.0048,99.9992,46.0818,25.4585
5,185,-0.0,-0.0003,100.0,518.6607,761.3652,2749.1195,2179.5726,14.62,21.5671,555.3454,2393.8692,9060.8028,1.3,60.3881,378.4559,2826.9221,8136.0005,9.0757,0.03,211.8509,2387.9761,99.9977,46.1045,25.5148
5,186,-0.0003,0.0002,100.0,518.6696,761.8566,2760.9441,2174.7246,14.6201,21.5835,555.0305,2386.4404,9017.3903,1.3,60.3225,377.0194,2834.1551,8132.4372,9.0931,0.03,209.2285,2388.0599,99.9987,46.156,25.498
5,187,0.0,-0.0003,100.0,518.681,761.8066,2761.5762,2180.9569,14.6201,21.5987,555.1987,2381.5751,9042.0022,1.3,60.5747,373.5982,2827.9282,8124.5155,9.0857,0.03,208.0222,2387.9807,99.9987,46.0631,25.5244
5,188,-0.0,0.0001,100.0,518.6939,761.8833,2771.2329,2190.4417,14.6197,21.638,555.0842,2393.5059,9059.9977,1.3,60.4876,374.0293,2834.9876,8149.3575,9.0911,0.03,206.988,2388.0032,99.9971,46.1898,25.5173
5,189,-0.0001,-0.0002,100.0,518.6605,765.362,2778.2117,2190.1434,14.6203,21.6276,555.7399,2380.7666,9064.7456,1.3,60.5582,375.5375,2840.2295,8130.9695,9.0886,0.03,207.2163,2388.0007,100.0012,46.2401,25.5752
5,190,-0.0002,-0.0002,100.0,518.6753,764.5945,2784.5542,2197.5542,14.6201,21.5994,553.8412,2383.6086,9043.9043,1.3,60.4654,372.3099,2836.1479,8125.8304,9.1401,0.03,205.2169,2388.0243,99.9997,46.1173,25.479
5,191,0.0002,-0.0003,100.0,518.6707,764.9193,2795.1842,2194.8021,14.6197,21.5601,554.7039,2389.1803,9045.4797,1.3,60.7608,373.3179,2849.6896,8144.8632,9.1306,0.03,204.0164,2387.9466,99.9954,46.344,25.4913
5,192,-0.0002,-0.0002,100.0,518.6609,765.3503,2797.0981,2198.7278,14.6196,21.7341,555.1627,2386.4899,9041.5544,1.3001,60.7126,370.4684,2842.8342,8146.4607,9.1248,0.03,204.3827,2388.0388,100.003,46.4246,25.6231
5,193,0.0002,-0.0001,100.0,518.6803,764.4925,2803.2927,2205.6784,14.6202,21.5838,554.6254,2386.0969,9042.6091,1.2999,60.7722,369.8663,2848.3586,8144.5638,9.1432,0.03,203.383,2387.9845,100.0034,46.4466,25.53
5,194,0.0002,0.0004,100.0,518.6662,768.9769,2808.5047,2211.6186,14.6204,21.6421,552.105,2383.191,9043.8017,1.3,61.043,368.2543,2848.7059,8159.0779,9.1235,0.03,202.8116,2387.9843,99.9979,46.4117,25.5718
5,195,-0.0002,0.0004,100.0,518.6717,767.3633,2816.2746,2211.9417,14.6203,21.6048,555.2521,2388.2959,9054.0703,1.3,60.9433,368.8134,2856.2439,8146.326,9.1383,0.03,200.854,2387.9621,99.9997,46.5416,25.597
5,196,-0.0002,-0.0,100.0,518.6755,766.9132,2821.9293,2222.4698,14.6205,21.6642,552.184,2390.5142,9053.0334,1.3,61.1459,366.8181,2848.0025,8154.2658,9.1293,0.03,200.5032,2387.9961,100.0007,46.38,25.6162
5,197,-0.0002,-0.0004,100.0,518.6613,769.3857,2827.7419,2225.7754,14.6203,21.6172,554.6635,2397.8873,9028.7427,1.3,61.1064,367.3556,2856.8172,8129.7538,9.1408,0.03,200.1501,2387.9953,100.001,46.4606,25.6873
5,198,0.0001,-0.0002,100.0,518.6696,769.9873,2832.4956,2235.5457,14.6199,21.582,553.1086,2386.6583,9006.0356,1.3,61.2069,365.7113,2857.6841,8136.7242,9.1526,0.03,199.6623,2388.0613,99.9996,46.6165,25.6473
5,199,-0.0002,0.0002,100.0,518.675,771.8739,2839.19,2230.8142,14.6203,21.6632,554.7986,2392.7457,9038.4661,1.3,61.1657,365.7979,2865.8134,8150.7616,9.1359,0.03,197.0228,2387.9847,99.9994,46.6028,25.6408
5,200,0.0002,-0.0001,100.0,518.6682,770.7761,2852.3179,2235.0395,14.6203,21.6278,553.7549,2387.2511,9029.1055,1.3,61.3852,364.5987,2874.3228,8150.3458,9.1578,0.03,196.513,2387.9908,99.9978,46.7602,25.7085
5,201,-0.0001,0.0003,100.0,518.6699,770.1443,2855.3795,2249.4312,14.62,21.6593,555.3537,2379.7934,9050.8442,1.3,61.4145,363.7751,2869.4567,8167.0657,9.1674,0.03,195.4951,2387.9788,99.9986,46.6389,25.7046
5,202,0.0003,0.0003,100.0,518.6733,772.1026,2865.2276,2241.987,14.62,21.6854,555.9195,2390.9007,9059.8935,1.3,61.5864,364.0853,2877.4576,8128.8784,9.1756,0.03,194.8839,2387.9644,99.9982,46.6702,25.7089
5,203,0.0002,-0.0006,100.0,518.676,772.2277,2868.9416,2243.5469,14.6201,21.5726,555.4989,2384.1454,9017.2578,1.3,61.3792,363.9815,2874.109,8148.3843,9.1796,0.03,192.1777,2388.0144,99.9973,46.7622,25.7242
5,204,0.0,-0.0004,100.0,518.6767,774.6005,2868.1106,2253.7676,14.6202,21.5652,554.9302,2382.6922,9057.1688,1.3,61.7524,359.2895,2865.3903,8150.9156,9.1785,0.03,192.062,2388.0324,100.0005,46.7778,25.686
5,205,-0.0002,-0.0004,100.0,518.6783,772.2169,2880.5828,2256.0474,14.6199,21.6851,552.2961,2384.557,9079.2145,1.3,61.6476,362.8828,2870.0775,8162.5591,9.2128,0.03,190.7444,2388.0231,100.0012,46.8456,25.7361
5,206,-0.0001,0.0005,100.0,518.6659,775.6652,2888.5685,2264.4434,14.6194,21.6249,553.9168,2387.0999,9043.4229,1.3,61.8311,359.9281,2883.1804,8124.4924,9.1807,0.03,189.5511,2388.0966,100.0005,46.8102,25.8043
5,207,-0.0,-0.0002,100.0,518.6607,777.0157,2891.9547,2266.6459,14.6198,21.6202,555.359,2387.3679,9032.3398,1.3,61.715,360.5174,2881.3944,8127.6362,9.1975,0.03,189.181,2388.0089,99.9993,46.906,25.7753
5,208,0.0002,0.0,100.0,518.6779,777.5484,2901.1125,2268.7198,14.6201,21.5828,554.3761,2381.0696,9069.1801,1.3,61.8861,359.6437,2891.9453,8117.6954,9.2066,0.03,188.3267,2388.0197,99.9982,46.8769,25.7272
5,209,-0.0001,0.0002,100.0,518.6706,775.5179,2902.0724,2277.2463,14.6197,21.4944,556.6131,2393.2296,9028.6713,1.3,61.9068,359.8877,2891.5891,8127.9571,9.1913,0.03,187.2848,2388.0674,99.9983,46.897,25.8502
5,210,0.0001,0.0,100.0,518.6781,777.4212,2909.4748,2280.9225,14.6194,21.6198,554.5657,2387.6738,9049.6226,1.3,62.092,357.095,2886.3682,8145.5706,9.2032,0.03,187.7611,2388.0181,100.0008,47.0573,25.8402
5,211,-0.0003,-0.0,100.0,518.6714,776.5771,2913.4182,2283.1392,14.6199,21.6002,555.7635,2380.6221,9038.0294,1.3,62.0749,357.7481,2893.0264,8170.0995,9.2121,0.03,186.2047,2388.0014,99.9997,47.0996,25.7526
5,212,-0.0002,-0.0002,100.0,518.676,778.6574,2923.2768,2287.4962,14.6202,21.5777,554.384,2383.6428,9070.2019,1.3,62.137,354.8668,2898.1344,8126.3459,9.2003,0.03,184.6489,2387.9659,100.0021,47.1256,25.8427
5,213,0.0002,0.0003,100.0,518.6644,777.4687,2925.0524,2291.8218,14.6205,21.5855,554.3812,2389.0709,9040.2233,1.3,62.3541,357.0446,2893.111,8150.3058,9.2281,0.03,182.1212,2388.0662,99.9998,47.1499,25.8454
